node,degree,degree_centrality,closeness_centrality,betweness_centrality,eigenvector_centrality,clustering
2108,164,4.06E-02,4.02E-02,2.19E-06,9.01E-10,8.41E-01
2109,135,3.34E-02,3.91E-02,1.38E-06,6.87E-10,8.52E-01
2110,43,1.06E-02,5.07E-02,2.76E-05,1.68E-10,8.28E-01
2111,184,4.56E-02,5.81E-02,2.04E-04,4.70E-10,4.84E-01
2112,160,3.96E-02,4.05E-02,2.40E-06,1.05E-09,7.93E-01
2113,10,2.48E-03,2.14E-02,1.64E-07,1.18E-12,7.78E-01
2114,15,3.71E-03,3.49E-02,1.12E-05,1.73E-12,4.29E-01
2115,136,3.37E-02,3.88E-02,1.52E-06,1.08E-09,8.44E-01
2116,65,1.61E-02,4.84E-02,4.55E-04,1.09E-10,4.17E-01
2117,142,3.52E-02,5.57E-02,4.12E-04,4.56E-10,4.33E-01
2118,188,4.66E-02,4.12E-02,3.68E-06,1.27E-09,7.82E-01
2119,15,3.71E-03,2.49E-02,1.23E-06,1.47E-12,4.95E-01
2120,23,5.70E-03,2.88E-02,2.74E-05,6.13E-12,4.31E-01
2121,158,3.91E-02,3.99E-02,1.85E-05,1.58E-09,8.28E-01
2122,146,3.62E-02,3.94E-02,1.98E-06,1.78E-09,8.37E-01
2123,203,5.03E-02,4.15E-02,6.45E-06,2.51E-09,7.31E-01
2124,169,4.19E-02,4.00E-02,2.73E-06,2.53E-09,8.08E-01
2125,121,3.00E-02,5.17E-02,6.31E-05,4.52E-10,6.26E-01
2126,54,1.34E-02,3.40E-02,1.98E-04,1.09E-10,2.80E-01
2127,112,2.77E-02,4.98E-02,8.13E-05,4.07E-10,6.31E-01
2128,92,2.28E-02,5.02E-02,1.52E-04,4.03E-10,4.94E-01
2129,38,9.41E-03,2.77E-02,1.50E-05,2.45E-11,3.78E-01
2130,11,2.72E-03,2.48E-02,2.00E-08,1.87E-12,5.82E-01
2131,198,4.90E-02,4.10E-02,7.04E-06,3.51E-09,7.40E-01
2132,94,2.33E-02,4.56E-02,1.18E-04,4.79E-10,5.62E-01
2133,159,3.94E-02,5.82E-02,4.79E-04,5.90E-10,4.24E-01
2134,85,2.11E-02,4.63E-02,9.67E-06,5.73E-10,6.99E-01
2135,88,2.18E-02,4.70E-02,1.31E-05,6.21E-10,7.20E-01
2136,74,1.83E-02,3.52E-02,5.20E-07,2.16E-09,8.47E-01
2137,49,1.21E-02,4.32E-02,7.34E-05,3.89E-10,6.63E-01
2138,138,3.42E-02,4.96E-02,3.29E-05,1.09E-09,6.07E-01
2139,178,4.41E-02,4.02E-02,3.39E-06,3.85E-09,8.05E-01
2140,171,4.23E-02,3.98E-02,4.79E-06,4.34E-09,8.07E-01
2141,24,5.94E-03,3.61E-02,2.14E-06,1.30E-10,8.37E-01
2142,221,5.47E-02,4.90E-02,3.01E-04,5.68E-09,6.24E-01
2143,102,2.53E-02,4.59E-02,3.73E-04,6.96E-10,5.20E-01
2144,78,1.93E-02,4.47E-02,4.42E-05,8.03E-10,7.72E-01
2145,43,1.06E-02,4.10E-02,1.76E-04,2.41E-10,3.94E-01
2146,24,5.94E-03,2.27E-02,3.82E-05,7.32E-11,3.84E-01
2147,41,1.02E-02,3.87E-02,1.20E-05,1.51E-10,5.35E-01
2148,90,2.23E-02,4.55E-02,4.72E-05,1.18E-09,7.18E-01
2149,128,3.17E-02,4.93E-02,6.61E-05,1.27E-09,6.12E-01
2150,192,4.75E-02,3.87E-02,1.27E-05,6.45E-09,7.50E-01
2151,86,2.13E-02,4.53E-02,1.80E-05,1.21E-09,7.49E-01
2152,18,4.46E-03,2.09E-02,1.38E-05,4.17E-11,2.81E-01
2153,139,3.44E-02,5.02E-02,1.06E-04,2.28E-09,6.28E-01
2154,160,3.96E-02,3.75E-02,2.32E-05,7.23E-09,8.09E-01
2155,41,1.02E-02,3.77E-02,7.42E-05,3.48E-10,4.93E-01
2156,27,6.69E-03,2.34E-02,4.32E-05,4.78E-12,2.85E-01
2157,39,9.66E-03,2.71E-02,1.59E-05,7.26E-11,6.91E-01
2158,10,2.48E-03,2.07E-02,5.65E-08,3.97E-12,8.00E-01
2159,48,1.19E-02,2.13E-02,4.91E-05,1.95E-10,6.86E-01
2160,24,5.94E-03,2.58E-02,2.76E-05,4.09E-11,4.20E-01
2161,82,2.03E-02,4.09E-02,5.72E-06,5.14E-10,6.15E-01
2162,15,3.71E-03,2.66E-02,2.48E-05,3.63E-11,5.52E-01
2163,31,7.68E-03,3.89E-02,8.40E-06,3.29E-10,6.13E-01
2164,92,2.28E-02,3.24E-02,1.13E-06,2.87E-09,8.06E-01
2165,128,3.17E-02,3.38E-02,1.84E-06,8.34E-09,8.27E-01
2166,9,2.23E-03,2.67E-02,4.02E-07,4.60E-12,5.00E-01
2167,5,1.24E-03,9.12E-04,0,1.02E-12,1.00E+00
2168,3,7.43E-04,4.46E-04,0,1.02E-12,1.00E+00
2169,109,2.70E-02,4.58E-02,3.93E-05,2.00E-09,6.59E-01
2170,18,4.46E-03,2.22E-02,2.77E-06,1.47E-12,7.65E-01
2171,66,1.63E-02,2.73E-02,6.59E-05,1.42E-10,6.07E-01
2172,193,4.78E-02,3.85E-02,1.96E-05,1.15E-08,7.38E-01
2173,30,7.43E-03,2.35E-02,3.26E-05,5.91E-11,3.93E-01
2174,120,2.97E-02,4.43E-02,9.18E-05,2.77E-09,5.86E-01
2175,8,1.98E-03,3.39E-02,4.77E-06,1.20E-10,7.14E-01
2176,117,2.90E-02,4.33E-02,2.24E-04,2.85E-09,4.83E-01
2177,11,2.72E-03,2.88E-02,6.53E-09,4.92E-11,8.55E-01
2178,3,7.43E-04,4.13E-03,0,8.65E-13,6.67E-01
2179,94,2.33E-02,3.56E-02,1.92E-06,8.44E-09,8.52E-01
2180,114,2.82E-02,4.60E-02,4.64E-05,3.29E-09,6.53E-01
2181,17,4.21E-03,4.65E-03,1.16E-06,3.93E-11,4.04E-01
2182,8,1.98E-03,2.58E-02,8.76E-09,1.97E-12,8.21E-01
2183,134,3.32E-02,4.49E-02,2.66E-05,3.78E-09,6.13E-01
2184,186,4.61E-02,4.30E-02,1.19E-04,1.28E-08,7.58E-01
2185,17,4.21E-03,3.00E-02,7.33E-06,9.63E-10,6.54E-01
2186,18,4.46E-03,2.97E-02,3.09E-07,6.78E-11,7.84E-01
2187,148,3.67E-02,4.72E-02,7.63E-05,5.36E-09,6.11E-01
2188,194,4.80E-02,3.61E-02,8.91E-06,1.69E-08,7.50E-01
2189,113,2.80E-02,4.63E-02,7.32E-04,7.19E-09,4.68E-01
2190,168,4.16E-02,3.25E-02,1.98E-06,1.79E-08,8.06E-01
2191,88,2.18E-02,4.42E-02,2.75E-05,3.84E-09,7.57E-01
2192,41,1.02E-02,1.16E-02,3.26E-06,1.20E-10,6.94E-01
2193,14,3.47E-03,5.26E-03,3.33E-06,3.02E-11,4.18E-01
2194,109,2.70E-02,4.33E-02,2.09E-05,6.40E-09,6.55E-01
2195,1,2.48E-04,0,0,8.65E-13,0
2196,110,2.72E-02,4.20E-02,5.20E-05,7.84E-09,7.10E-01
2197,22,5.45E-03,2.57E-02,1.21E-05,3.05E-11,5.11E-01
2198,55,1.36E-02,3.22E-02,1.23E-05,2.73E-09,7.19E-01
2199,175,4.33E-02,4.83E-02,3.51E-04,9.62E-09,4.84E-01
2200,173,4.28E-02,3.50E-02,7.46E-06,1.70E-08,7.66E-01
2201,190,4.71E-02,3.54E-02,9.24E-06,2.50E-08,7.79E-01
2202,49,1.21E-02,1.12E-02,5.13E-06,1.60E-10,6.56E-01
2203,100,2.48E-02,3.72E-02,8.28E-05,8.06E-09,6.11E-01
2204,4,9.91E-04,5.57E-04,0,1.02E-12,1.00E+00
2205,14,3.47E-03,3.00E-02,2.27E-07,1.23E-10,7.69E-01
2206,210,5.20E-02,3.58E-02,1.29E-05,3.13E-08,7.22E-01
2207,22,5.45E-03,2.70E-02,4.80E-05,1.89E-12,5.06E-01
2208,22,5.45E-03,3.57E-02,5.21E-06,8.34E-11,6.84E-01
2209,36,8.92E-03,3.46E-02,1.31E-05,1.34E-09,6.49E-01
2210,98,2.43E-02,3.77E-02,1.10E-04,2.40E-08,7.97E-01
2211,54,1.34E-02,3.57E-02,5.06E-05,1.58E-09,4.47E-01
2212,140,3.47E-02,3.32E-02,1.15E-06,3.10E-08,8.48E-01
2213,103,2.55E-02,3.04E-02,5.65E-07,2.79E-08,8.43E-01
2214,27,6.69E-03,3.33E-02,4.59E-05,4.11E-10,4.39E-01
2215,58,1.44E-02,3.66E-02,8.45E-05,1.01E-08,6.39E-01
2216,133,3.29E-02,3.26E-02,2.19E-06,3.52E-08,8.45E-01
2217,13,3.22E-03,2.16E-02,5.12E-07,1.23E-12,5.51E-01
2218,205,5.08E-02,3.49E-02,1.18E-05,5.72E-08,7.25E-01
2219,5,1.24E-03,1.39E-02,0,7.56E-11,1.00E+00
2220,195,4.83E-02,3.44E-02,5.22E-06,6.85E-08,7.65E-01
2221,41,1.02E-02,3.37E-02,5.47E-06,4.44E-10,7.09E-01
2222,46,1.14E-02,3.35E-02,7.87E-06,5.07E-10,6.71E-01
2223,116,2.87E-02,4.46E-02,1.23E-04,1.12E-08,5.98E-01
2224,129,3.19E-02,4.07E-02,6.61E-05,1.64E-08,6.34E-01
2225,42,1.04E-02,1.10E-02,7.56E-06,1.85E-10,6.93E-01
2226,51,1.26E-02,3.21E-02,1.21E-04,1.88E-09,3.61E-01
2227,7,1.73E-03,2.14E-02,4.83E-06,4.18E-12,5.71E-01
2228,32,7.92E-03,2.63E-02,5.72E-05,1.82E-09,4.31E-01
2229,207,5.13E-02,3.55E-02,4.48E-05,8.09E-08,6.91E-01
2230,5,1.24E-03,2.91E-02,0,4.04E-12,9.00E-01
2231,36,8.92E-03,2.49E-02,4.27E-05,1.60E-10,4.19E-01
2232,71,1.76E-02,3.75E-02,1.45E-04,5.84E-09,4.64E-01
2233,222,5.50E-02,3.71E-02,3.75E-04,9.67E-08,6.31E-01
2234,29,7.18E-03,2.60E-02,1.64E-06,1.33E-09,5.71E-01
2235,70,1.73E-02,3.60E-02,4.80E-05,3.01E-09,6.00E-01
2236,37,9.16E-03,2.24E-02,3.26E-05,1.21E-10,3.96E-01
2237,124,3.07E-02,2.98E-02,2.09E-06,7.95E-08,8.46E-01
2238,13,3.22E-03,2.28E-02,1.70E-06,1.52E-11,3.46E-01
2239,44,1.09E-02,3.54E-02,3.87E-05,6.54E-09,6.04E-01
2240,201,4.98E-02,3.38E-02,1.06E-05,1.21E-07,7.34E-01
2241,119,2.95E-02,3.95E-02,4.04E-05,1.81E-08,6.62E-01
2242,40,9.91E-03,3.62E-02,1.13E-04,2.75E-09,4.06E-01
2243,59,1.46E-02,3.86E-02,3.40E-05,5.01E-09,7.02E-01
2244,200,4.95E-02,3.32E-02,7.17E-06,1.49E-07,7.47E-01
2245,7,1.73E-03,9.55E-04,1.23E-08,1.18E-12,9.05E-01
2246,95,2.35E-02,3.80E-02,4.91E-05,1.72E-08,6.78E-01
2247,122,3.02E-02,3.84E-02,9.14E-05,1.80E-08,5.69E-01
2248,18,4.46E-03,4.89E-03,1.60E-06,3.57E-11,7.12E-01
2249,19,4.71E-03,3.26E-02,6.53E-06,1.05E-09,7.13E-01
2250,109,2.70E-02,3.73E-02,7.95E-05,1.90E-08,6.06E-01
2251,9,2.23E-03,2.13E-02,1.59E-05,2.27E-11,4.17E-01
2252,10,2.48E-03,2.81E-02,0,1.79E-09,9.78E-01
2253,157,3.89E-02,3.18E-02,3.62E-06,1.56E-07,8.08E-01
2254,90,2.23E-02,3.37E-02,2.73E-05,2.20E-08,6.44E-01
2255,10,2.48E-03,6.65E-03,9.75E-07,1.86E-12,7.56E-01
2256,7,1.73E-03,1.39E-02,3.25E-07,1.82E-10,9.05E-01
2257,155,3.84E-02,3.15E-02,3.86E-06,1.64E-07,7.83E-01
2258,49,1.21E-02,2.66E-02,8.10E-07,7.66E-08,8.32E-01
2259,55,1.36E-02,3.45E-02,1.05E-04,8.33E-09,5.74E-01
2260,20,4.95E-03,2.69E-02,1.41E-04,3.88E-10,3.32E-01
2261,129,3.19E-02,3.06E-02,1.90E-06,1.33E-07,8.43E-01
2262,14,3.47E-03,2.56E-02,3.55E-07,4.65E-11,6.92E-01
2263,7,1.73E-03,2.13E-02,8.18E-08,1.62E-12,8.10E-01
2264,75,1.86E-02,3.47E-02,3.35E-05,1.40E-08,5.43E-01
2265,11,2.72E-03,1.41E-02,7.95E-07,6.55E-10,6.73E-01
2266,234,5.79E-02,3.85E-02,3.14E-04,2.61E-07,5.93E-01
2267,83,2.06E-02,3.26E-02,3.45E-05,2.40E-08,5.96E-01
2268,130,3.22E-02,3.61E-02,6.49E-04,3.57E-08,4.34E-01
2269,1,2.48E-04,0,0,8.65E-13,0
2270,15,3.71E-03,1.58E-02,8.28E-08,3.31E-10,8.48E-01
2271,180,4.46E-02,2.97E-02,5.62E-06,2.62E-07,7.88E-01
2272,29,7.18E-03,2.68E-02,1.17E-05,1.87E-09,6.43E-01
2273,91,2.25E-02,3.51E-02,8.62E-06,3.44E-08,7.03E-01
2274,35,8.67E-03,2.29E-02,5.39E-07,3.61E-09,8.84E-01
2275,185,4.58E-02,3.00E-02,3.60E-06,3.07E-07,7.85E-01
2276,154,3.81E-02,2.88E-02,3.39E-06,3.60E-07,8.09E-01
2277,16,3.96E-03,4.32E-03,7.91E-06,1.07E-10,3.75E-01
2278,174,4.31E-02,2.95E-02,5.48E-05,3.62E-07,7.51E-01
2279,129,3.19E-02,3.71E-02,4.17E-05,3.63E-08,6.20E-01
2280,59,1.46E-02,3.08E-02,1.83E-05,1.37E-08,6.80E-01
2281,9,2.23E-03,7.92E-04,7.36E-08,1.73E-12,7.50E-01
2282,154,3.81E-02,3.97E-02,1.86E-04,5.30E-08,5.32E-01
2283,161,3.99E-02,3.75E-02,3.53E-04,6.57E-08,5.12E-01
2284,56,1.39E-02,9.69E-03,5.07E-06,2.07E-10,6.58E-01
2285,55,1.36E-02,2.65E-02,1.33E-05,4.37E-08,6.84E-01
2286,24,5.94E-03,4.95E-03,3.98E-06,5.69E-11,5.62E-01
2287,68,1.68E-02,2.17E-02,5.29E-06,2.18E-07,8.52E-01
2288,21,5.20E-03,2.39E-02,5.12E-05,4.91E-08,4.24E-01
2289,160,3.96E-02,3.82E-02,6.24E-04,7.27E-08,4.44E-01
2290,184,4.56E-02,2.55E-02,4.01E-06,5.37E-07,7.96E-01
2291,17,4.21E-03,1.75E-02,3.19E-05,1.37E-08,6.40E-01
2292,142,3.52E-02,3.22E-02,1.67E-04,1.32E-07,5.49E-01
2293,54,1.34E-02,2.80E-02,3.58E-06,6.04E-08,8.19E-01
2294,122,3.02E-02,2.64E-02,6.37E-05,1.13E-07,5.83E-01
2295,23,5.70E-03,1.23E-02,5.23E-07,6.70E-09,7.59E-01
2296,34,8.42E-03,2.24E-02,2.96E-05,1.57E-08,5.79E-01
2297,38,9.41E-03,9.23E-03,3.62E-06,1.51E-10,6.77E-01
2298,17,4.21E-03,1.92E-02,1.76E-06,5.86E-10,5.00E-01
2299,155,3.84E-02,2.77E-02,3.80E-06,4.70E-07,8.20E-01
2300,122,3.02E-02,2.69E-02,2.19E-05,3.84E-07,6.59E-01
2301,10,2.48E-03,8.67E-04,8.72E-06,2.15E-11,6.44E-01
2302,123,3.05E-02,3.01E-02,1.23E-04,1.32E-07,5.77E-01
2303,29,7.18E-03,1.98E-02,1.21E-06,1.95E-07,6.28E-01
2304,66,1.63E-02,2.55E-02,1.19E-05,5.74E-08,5.96E-01
2305,16,3.96E-03,2.03E-02,9.87E-08,9.08E-09,7.92E-01
2306,113,2.80E-02,2.32E-02,7.12E-07,4.34E-07,8.88E-01
2307,141,3.49E-02,2.31E-02,1.36E-06,6.60E-07,8.53E-01
2308,156,3.86E-02,2.69E-02,3.75E-06,8.15E-07,8.37E-01
2309,199,4.93E-02,2.85E-02,3.18E-05,1.16E-06,7.31E-01
2310,23,5.70E-03,1.83E-02,8.89E-06,3.46E-08,6.48E-01
2311,51,1.26E-02,2.09E-02,9.53E-07,2.37E-07,7.79E-01
2312,16,3.96E-03,2.23E-02,6.06E-07,4.98E-09,8.50E-01
2313,85,2.11E-02,2.93E-02,7.68E-04,1.40E-08,1.56E-01
2314,19,4.71E-03,5.12E-03,1.84E-06,4.82E-11,7.19E-01
2315,73,1.81E-02,2.75E-02,4.05E-06,8.41E-08,7.94E-01
2316,10,2.48E-03,3.29E-03,4.86E-06,3.64E-10,3.11E-01
2317,36,8.92E-03,6.54E-03,2.72E-05,3.02E-09,4.19E-01
2318,37,9.16E-03,1.87E-02,4.10E-05,2.38E-08,5.42E-01
2319,122,3.02E-02,2.92E-02,6.20E-05,1.51E-07,6.21E-01
2320,16,3.96E-03,8.20E-03,5.86E-06,2.41E-12,8.58E-01
2321,7,1.73E-03,3.95E-03,3.09E-06,1.58E-12,3.81E-01
2322,46,1.14E-02,2.17E-02,1.80E-04,2.08E-08,3.62E-01
2323,183,4.53E-02,2.76E-02,5.74E-06,1.13E-06,7.70E-01
2324,197,4.88E-02,2.82E-02,1.03E-04,1.58E-06,7.12E-01
2325,79,1.96E-02,2.24E-02,2.92E-04,6.71E-08,3.81E-01
2326,180,4.46E-02,2.67E-02,1.19E-05,1.85E-06,7.91E-01
2327,125,3.10E-02,2.85E-02,4.75E-05,1.16E-07,5.31E-01
2328,166,4.11E-02,2.82E-02,2.76E-04,2.45E-07,4.83E-01
2329,124,3.07E-02,2.53E-02,8.41E-06,1.25E-06,8.32E-01
2330,48,1.19E-02,2.32E-02,3.54E-05,1.08E-07,7.73E-01
2331,190,4.71E-02,2.76E-02,1.37E-05,2.34E-06,7.54E-01
2332,103,2.55E-02,2.72E-02,1.60E-05,2.11E-07,6.63E-01
2333,160,3.96E-02,2.92E-02,1.05E-04,3.34E-07,4.89E-01
2334,139,3.44E-02,2.65E-02,2.04E-05,1.81E-06,7.44E-01
2335,34,8.42E-03,4.91E-03,2.03E-05,3.87E-09,4.10E-01
2336,150,3.71E-02,2.99E-02,1.42E-04,3.93E-07,5.42E-01
2337,35,8.67E-03,9.40E-03,2.06E-06,1.24E-10,7.55E-01
2338,109,2.70E-02,2.70E-02,1.62E-05,3.96E-07,6.75E-01
2339,182,4.51E-02,2.62E-02,2.02E-05,3.21E-06,7.44E-01
2340,198,4.90E-02,2.68E-02,1.30E-05,3.40E-06,7.58E-01
2341,26,6.44E-03,4.57E-03,1.08E-05,1.93E-10,3.51E-01
2342,28,6.93E-03,5.75E-03,5.53E-05,1.53E-08,4.18E-01
2343,79,1.96E-02,2.24E-02,4.19E-05,4.37E-07,7.45E-01
2344,121,3.00E-02,2.84E-02,9.95E-05,4.66E-07,5.41E-01
2345,52,1.29E-02,1.96E-02,1.04E-04,1.39E-07,4.17E-01
2346,36,8.92E-03,1.02E-02,5.27E-06,1.79E-10,7.16E-01
2347,291,7.21E-02,3.32E-02,1.11E-03,4.54E-06,4.00E-01
2348,151,3.74E-02,2.14E-02,1.88E-05,4.78E-06,8.30E-01
2349,18,4.46E-03,8.12E-03,3.70E-07,2.66E-12,7.84E-01
2350,28,6.93E-03,1.55E-02,1.38E-05,2.13E-07,5.08E-01
2351,110,2.72E-02,1.98E-02,4.03E-05,1.41E-06,6.78E-01
2352,168,4.16E-02,2.06E-02,8.77E-06,4.31E-06,8.10E-01
2353,86,2.13E-02,1.73E-02,7.33E-07,2.49E-06,8.43E-01
2354,177,4.38E-02,2.18E-02,8.15E-06,6.69E-06,7.97E-01
2355,30,7.43E-03,1.80E-02,1.21E-05,1.46E-07,5.47E-01
2356,172,4.26E-02,2.07E-02,6.86E-06,8.09E-06,8.28E-01
2357,13,3.22E-03,3.45E-03,5.37E-06,9.37E-11,2.82E-01
2358,6,1.49E-03,2.10E-03,2.45E-06,1.44E-08,7.33E-01
2359,147,3.64E-02,1.82E-02,1.52E-06,6.94E-06,8.57E-01
2360,12,2.97E-03,1.18E-03,4.00E-07,6.64E-10,4.70E-01
2361,45,1.11E-02,5.49E-03,5.53E-05,9.74E-09,3.56E-01
2362,25,6.19E-03,1.22E-02,5.79E-07,3.48E-08,8.23E-01
2363,167,4.14E-02,2.01E-02,8.15E-06,9.74E-06,8.22E-01
2364,65,1.61E-02,9.04E-03,4.75E-05,6.80E-09,6.20E-01
2365,55,1.36E-02,8.51E-03,5.71E-06,1.68E-09,6.32E-01
2366,36,8.92E-03,1.08E-02,1.79E-05,1.33E-07,5.30E-01
2367,50,1.24E-02,1.39E-02,2.21E-05,1.10E-07,5.22E-01
2368,79,1.96E-02,1.58E-02,2.26E-05,5.76E-07,6.08E-01
2369,197,4.88E-02,2.19E-02,9.36E-06,1.23E-05,7.41E-01
2370,158,3.91E-02,1.87E-02,3.41E-06,1.32E-05,8.35E-01
2371,36,8.92E-03,3.61E-03,6.71E-06,1.25E-08,4.76E-01
2372,105,2.60E-02,2.01E-02,3.14E-05,1.59E-06,6.60E-01
2373,12,2.97E-03,2.31E-03,1.24E-06,1.80E-09,4.09E-01
2374,168,4.16E-02,2.02E-02,5.15E-06,1.58E-05,8.24E-01
2375,6,1.49E-03,1.43E-03,0,2.52E-09,1.00E+00
2376,179,4.43E-02,1.97E-02,1.68E-04,1.94E-05,7.50E-01
2377,94,2.33E-02,1.86E-02,2.95E-05,1.60E-06,6.25E-01
2378,50,1.24E-02,1.08E-02,4.95E-05,8.25E-09,6.57E-01
2379,36,8.92E-03,8.02E-03,6.99E-06,1.87E-07,5.35E-01
2380,3,7.43E-04,2.23E-03,0,2.52E-09,1.00E+00
2381,176,4.36E-02,1.96E-02,1.01E-05,2.27E-05,7.97E-01
2382,2,4.95E-04,3.30E-04,0,8.65E-13,1.00E+00
2383,24,5.94E-03,1.40E-02,8.77E-07,1.62E-06,6.20E-01
2384,188,4.66E-02,2.29E-02,2.08E-04,2.39E-06,4.46E-01
2385,57,1.41E-02,1.51E-02,9.43E-06,1.79E-06,6.25E-01
2386,139,3.44E-02,1.75E-02,3.03E-06,2.18E-05,8.61E-01
2387,50,1.24E-02,1.58E-02,3.09E-05,2.09E-06,5.13E-01
2388,6,1.49E-03,0,0,2.53E-09,4.67E-01
2389,28,6.93E-03,1.05E-02,4.93E-05,4.81E-07,4.26E-01
2390,49,1.21E-02,1.67E-02,5.60E-06,9.54E-07,8.33E-01
2391,72,1.78E-02,1.46E-02,2.30E-05,1.04E-05,6.17E-01
2392,92,2.28E-02,1.81E-02,1.08E-05,1.34E-05,8.28E-01
2393,32,7.92E-03,1.35E-02,5.16E-06,2.69E-06,5.71E-01
2394,95,2.35E-02,1.72E-02,7.00E-05,1.33E-06,6.05E-01
2395,179,4.43E-02,1.90E-02,2.14E-05,3.57E-05,7.72E-01
2396,69,1.71E-02,1.49E-02,3.74E-05,1.44E-06,6.53E-01
2397,35,8.67E-03,4.32E-03,3.07E-05,8.75E-09,3.46E-01
2398,108,2.67E-02,1.92E-02,1.55E-04,2.44E-06,6.14E-01
2399,77,1.91E-02,1.34E-02,7.41E-05,2.39E-06,6.11E-01
2400,19,4.71E-03,6.32E-03,5.77E-07,6.02E-07,7.49E-01
2401,21,5.20E-03,8.15E-03,8.95E-05,4.41E-07,5.19E-01
2402,15,3.71E-03,2.48E-03,2.35E-06,1.02E-08,7.05E-01
2403,17,4.21E-03,1.92E-03,1.17E-05,2.33E-09,6.54E-01
2404,170,4.21E-02,1.70E-02,1.58E-05,3.59E-05,7.37E-01
2405,20,4.95E-03,1.50E-03,2.33E-06,5.56E-10,4.05E-01
2406,36,8.92E-03,8.20E-03,6.54E-05,1.27E-07,5.29E-01
2407,89,2.20E-02,1.55E-02,1.45E-06,2.72E-05,8.67E-01
2408,153,3.79E-02,1.79E-02,3.21E-06,3.86E-05,8.39E-01
2409,178,4.41E-02,1.82E-02,7.61E-06,4.96E-05,7.78E-01
2410,207,5.13E-02,2.02E-02,3.34E-05,6.81E-05,7.00E-01
2411,32,7.92E-03,2.67E-03,1.60E-05,1.52E-08,3.81E-01
2412,31,7.68E-03,1.77E-03,2.27E-05,7.63E-09,3.25E-01
2413,17,4.21E-03,6.45E-03,4.41E-06,6.62E-07,7.94E-01
2414,183,4.53E-02,1.85E-02,1.12E-05,7.75E-05,7.73E-01
2415,41,1.02E-02,1.15E-02,4.30E-06,1.39E-06,8.76E-01
2416,37,9.16E-03,1.21E-02,4.11E-06,4.70E-08,6.20E-01
2417,70,1.73E-02,1.41E-02,2.13E-04,1.16E-06,5.26E-01
2418,117,2.90E-02,1.39E-02,1.80E-06,6.25E-05,8.72E-01
2419,109,2.70E-02,1.38E-02,1.41E-04,2.51E-06,5.34E-01
2420,81,2.01E-02,1.48E-02,8.41E-06,2.68E-06,7.76E-01
2421,8,1.98E-03,4.95E-04,4.60E-07,1.73E-12,4.29E-01
2422,5,1.24E-03,1.00E-03,3.07E-08,2.52E-09,9.00E-01
2423,165,4.09E-02,1.55E-02,4.27E-06,1.02E-04,8.02E-01
2424,11,2.72E-03,1.03E-03,9.21E-07,1.41E-09,6.36E-01
2425,36,8.92E-03,1.24E-02,3.42E-05,7.28E-08,5.00E-01
2426,18,4.46E-03,1.08E-02,2.70E-05,7.95E-08,6.73E-01
2427,25,6.19E-03,1.23E-02,1.44E-05,1.30E-06,6.47E-01
2428,191,4.73E-02,1.76E-02,1.56E-05,1.26E-04,7.33E-01
2429,86,2.13E-02,1.48E-02,2.04E-05,4.33E-05,6.39E-01
2430,146,3.62E-02,1.59E-02,1.26E-05,1.12E-04,8.20E-01
2431,5,1.24E-03,1.00E-03,0,2.52E-09,1.00E+00
2432,28,6.93E-03,1.13E-02,2.53E-05,9.82E-07,7.72E-01
2433,147,3.64E-02,1.49E-02,8.28E-05,1.34E-04,8.35E-01
2434,91,2.25E-02,1.18E-02,1.25E-05,3.48E-06,5.62E-01
2435,27,6.69E-03,2.59E-03,1.56E-07,1.39E-09,7.75E-01
2436,94,2.33E-02,1.41E-02,2.05E-05,3.17E-06,6.96E-01
2437,5,1.24E-03,0,0,1.67E-12,8.00E-01
2438,68,1.68E-02,1.28E-02,3.05E-05,3.20E-06,6.18E-01
2439,10,2.48E-03,1.43E-03,2.56E-07,2.98E-09,7.33E-01
2440,34,8.42E-03,3.06E-03,1.71E-05,2.52E-08,4.94E-01
2441,4,9.91E-04,8.34E-04,0,2.98E-09,1.00E+00
2442,3,7.43E-04,6.80E-03,1.25E-09,7.22E-12,6.67E-01
2443,23,5.70E-03,1.08E-02,9.28E-05,4.69E-07,3.12E-01
2444,16,3.96E-03,1.52E-03,1.48E-07,9.39E-08,9.08E-01
2445,70,1.73E-02,1.33E-02,1.13E-05,2.97E-06,7.42E-01
2446,161,3.99E-02,1.55E-02,5.08E-06,1.86E-04,8.08E-01
2447,49,1.21E-02,5.48E-03,4.95E-05,2.18E-07,6.47E-01
2448,33,8.17E-03,2.98E-03,1.81E-05,3.18E-08,5.06E-01
2449,46,1.14E-02,1.16E-02,1.50E-05,4.26E-05,5.26E-01
2450,12,2.97E-03,1.18E-03,1.77E-06,5.82E-09,6.67E-01
2451,109,2.70E-02,1.37E-02,3.43E-05,5.90E-06,6.22E-01
2452,10,2.48E-03,6.67E-03,1.93E-07,1.26E-08,6.67E-01
2453,14,3.47E-03,4.95E-04,3.28E-05,5.10E-08,4.73E-01
2454,16,3.96E-03,1.00E-02,3.55E-06,8.34E-06,7.50E-01
2455,16,3.96E-03,2.48E-04,4.55E-06,4.53E-09,5.25E-01
2456,8,1.98E-03,2.48E-04,2.02E-05,5.86E-09,4.29E-01
2457,1,2.48E-04,0,0,8.65E-13,0
2458,99,2.45E-02,1.17E-02,9.41E-06,6.29E-06,6.40E-01
2459,46,1.14E-02,6.61E-03,6.21E-05,7.49E-07,5.22E-01
